fiscalYear,fiscalYearType,appropriationType,account,agency,operatingUnit,category,sector,amount
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Lebanon,"Democracy, Human Rights, and Governance",Civil Society,3677000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Lebanon,"Democracy, Human Rights, and Governance",Good Governance,5026000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Lebanon,Economic Development,Agriculture,3858000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Lebanon,Economic Development,Economic Opportunity,7049000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Lebanon,Education and Social Services,Basic Education,5724000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Lebanon,Education and Social Services,Higher Education,13621000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Lebanon,Environment,Clean Productive Environment,2303000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Lebanon,Health,Water Supply and Sanitation,11993000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Partnership Initiative (DOS),"Democracy, Human Rights, and Governance",Civil Society,27166000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Partnership Initiative (DOS),"Democracy, Human Rights, and Governance",Good Governance,6880000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Partnership Initiative (DOS),"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,11650000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Partnership Initiative (DOS),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3700000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Partnership Initiative (DOS),Economic Development,Economic Opportunity,5295000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Partnership Initiative (DOS),Economic Development,Private Sector Competitiveness,3175000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Partnership Initiative (DOS),Education and Social Services,Higher Education,9644000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Regional Office (USAID),"Democracy, Human Rights, and Governance",Civil Society,870000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Regional Office (USAID),"Democracy, Human Rights, and Governance",Good Governance,1000000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Regional Office (USAID),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1350000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Regional Office (USAID),Economic Development,Private Sector Competitiveness,370000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Regional Office (USAID),Economic Development,Trade and Investment,1165000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Regional Office (USAID),Health,Water Supply and Sanitation,1960000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Middle East Regional Office (USAID),Peace and Security,Conflict Mitigation and Reconciliation,1000000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Near East Regional Democracy (DOS),"Democracy, Human Rights, and Governance",Civil Society,22494000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Near East Regional Democracy (DOS),"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,3138000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Near East Regional Democracy (DOS),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,5230000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Office of the Coordinator for Counterterrorism (DOS),Peace and Security,Counterterrorism,3858000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Office of the Coordinator for Cyber Issues (DOS),Peace and Security,Counterterrorism,1447000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,"Democracy, Human Rights, and Governance",Civil Society,27424000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,"Democracy, Human Rights, and Governance",Good Governance,34152000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,3710000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,9600000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Economic Development,Agriculture,62752000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Economic Development,Economic Opportunity,33837000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Economic Development,Infrastructure,315918000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Economic Development,Private Sector Competitiveness,35172000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Education and Social Services,Basic Education,58347000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Education and Social Services,Higher Education,52467000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Education and Social Services,Social Services,51711000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Health,Maternal and Child Health,10422000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Health,Water Supply and Sanitation,1349000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Pakistan,Humanitarian Assistance,Disaster Readiness,6888000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Somalia,Economic Development,Economic Opportunity,1929000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Somalia,Education and Social Services,Basic Education,5787000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Somalia,Education and Social Services,Social Assistance,901000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Somalia,Peace and Security,Conflict Mitigation and Reconciliation,2860000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Somalia,Peace and Security,Counterterrorism,2800000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,South and Central Asia Regional Office (DOS),"Democracy, Human Rights, and Governance",Civil Society,1311000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,South and Central Asia Regional Office (DOS),Economic Development,Infrastructure,1500000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,South and Central Asia Regional Office (DOS),Economic Development,Private Sector Competitiveness,1550000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,South and Central Asia Regional Office (DOS),Economic Development,Trade and Investment,2072000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,South and Central Asia Regional Office (DOS),Education and Social Services,Higher Education,550000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,South and Central Asia Regional Office (DOS),Environment,Clean Productive Environment,550000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,South and Central Asia Regional Office (DOS),Peace and Security,Stabilization Operations and Security Sector Reform,528000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tajikistan,"Democracy, Human Rights, and Governance",Civil Society,2334000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tajikistan,"Democracy, Human Rights, and Governance",Good Governance,2245000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tajikistan,Economic Development,Agriculture,9644000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tajikistan,Economic Development,Infrastructure,1106000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tajikistan,Economic Development,Private Sector Competitiveness,456000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tajikistan,Economic Development,Trade and Investment,400000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tajikistan,Education and Social Services,Basic Education,3800000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tajikistan,Education and Social Services,Higher Education,180000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tajikistan,Humanitarian Assistance,"Protection, Assistance and Solutions",1200000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Trans-Sahara Counter-Terrorism Partnership (DOS),Peace and Security,Counterterrorism,1447000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tunisia,Economic Development,Financial Sector,1000000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tunisia,Economic Development,Private Sector Competitiveness,4000000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Tunisia,Education and Social Services,Higher Education,9467000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Turkmenistan,"Democracy, Human Rights, and Governance",Civil Society,1515000
2013,FY 2013 Foreign Military Financing Base - OCO,Base,Economic Support Fund - OCO,USAID and Department of State,Turkmenistan,"Democracy, Human Rights, and Governance",Good Governance,627000
